,YYYYMMDD,Kp[8],,,,,,,,Sum,Ap[8],,,,,,,,Ap
2066,20190829,1-,0,0,1-,2-,1,1-,1-,5+,3,0,0,3,6.0,4.0,3.0,3.0,3.0
2067,20190830,1-,1,1,1+,3-,3-,3+,3,16-,3,4,4,5,12.0,12.0,18.0,15.0,9.0
2068,20190831,4-,5-,4,5+,6-,4,4+,4+,36,22,39,27,56,67.0,27.0,32.0,32.0,38.0
2069,20190901,5-,5-,5+,5,5+,4+,5-,5-,39-,39,39,56,48,56.0,32.0,39.0,39.0,44.0
2070,20190902,5,4,4-,3-,2,3-,4,3+,27+,48,27,22,12,7.0,12.0,27.0,18.0,22.0
2071,20190903,3,3-,2+,2,2-,1+,2-,2-,16+,15,12,9,7,6.0,5.0,6.0,6.0,8.0
2072,20190904,3,3-,3-,2,2+,2,3,2,20-,15,12,12,7,9.0,7.0,15.0,7.0,10.0
2073,20190905,3+,4,3,3-,2-,1+,2,2+,20+,18,27,15,12,6.0,5.0,7.0,9.0,12.0
2074,20190906,2-,3+,2,3-,1-,0+,2-,1-,13,6,18,7,12,3.0,2.0,6.0,3.0,7.0
2075,20190907,0+,1+,2+,1+,1+,2-,2-,2+,12+,2,5,9,5,5.0,6.0,6.0,9.0,6.0
2076,20190908,2-,2,2+,2-,2-,2+,2+,3-,17-,6,7,9,6,6.0,9.0,9.0,12.0,8.0
2077,20190909,3,2+,3,3+,3,3+,2-,2+,22,15,9,15,18,15.0,18.0,6.0,9.0,13.0
2078,20190910,1+,1+,1-,2,2-,0+,0,0+,8-,5,5,3,7,6.0,2.0,0.0,2.0,4.0
2079,20190911,1-,1,2,2-,1,1,1-,0+,8+,3,4,7,6,4.0,4.0,3.0,2.0,4.0
2080,20190912,1+,1-,2-,2,1+,2-,1+,1,11,5,3,6,7,5.0,6.0,5.0,4.0,5.0
2081,20190913,2,3-,3-,2-,2-,1,1+,1,14,7,12,12,6,6.0,4.0,5.0,4.0,7.0
2082,20190914,0,2,2-,2-,1,1-,2-,2,11-,0,7,6,6,4.0,3.0,6.0,7.0,5.0
2083,20190915,1,3-,2,1+,1+,2-,2,3,15,4,12,7,5,5.0,6.0,7.0,15.0,8.0
2084,20190916,4-,4,1+,1,1-,2,2,2,17-,22,27,5,4,3.0,7.0,7.0,7.0,10.0
2085,20190917,3+,1+,1-,1-,0+,1-,2+,4-,13,18,5,3,3,2.0,3.0,9.0,22.0,8.0
2086,20190918,3-,2-,2,2,3,1,1+,1+,15,12,6,7,7,15.0,4.0,5.0,5.0,8.0
2087,20190919,1,0+,1-,1-,1-,0+,1+,0+,5+,4,2,3,3,3.0,2.0,5.0,2.0,3.0
2088,20190920,1,0+,0+,0+,1-,0+,1-,1-,4+,4,2,2,2,3.0,2.0,3.0,3.0,3.0
2089,20190921,2+,2,2+,2,1+,1,1,1+,13+,9,7,9,7,5.0,4.0,4.0,5.0,6.0
2090,20190922,2+,1,0+,0+,0+,1-,1-,0+,6,9,4,2,2,2.0,3.0,3.0,2.0,3.0
2091,20190923,0+,0,0+,1-,0+,1+,1-,1-,4+,2,0,2,3,2.0,5.0,3.0,3.0,2.0
2092,20190924,2+,3,2+,1-,3+,4-,3-,1,19,9,15,9,3,18.0,22.0,12.0,4.0,12.0
2093,20190925,0+,1-,2,2-,0+,0+,0+,1+,7,2,3,7,6,2.0,2.0,2.0,5.0,4.0
2094,20190926,2+,1-,0+,0+,0+,0,0,1,5,9,3,2,2,2.0,0.0,0.0,4.0,3.0
2095,20190927,0+,1+,2-,2-,3+,4+,5+,5,23,2,5,6,6,18.0,32.0,56.0,48.0,22.0
2096,20190928,2+,4+,5-,4+,3+,3,4-,4-,29+,9,32,39,32,18.0,15.0,22.0,22.0,24.0
2097,20190929,2-,3-,2+,2-,1,4-,4-,3+,20,6,12,9,6,4.0,22.0,22.0,18.0,12.0
2098,20190930,3,3+,4-,2+,2,3-,1+,2+,21-,15,18,22,9,7.0,12.0,5.0,9.0,12.0
2099,20191001,3+,4,3,2+,1,1-,1-,1+,16+,18,27,15,9,4.0,3.0,3.0,5.0,10.0
2100,20191002,3,0,0,2,3-,1,1,2+,12,15,0,0,7,12.0,4.0,4.0,9.0,6.0
2101,20191003,2-,1+,1,1,0+,1-,1+,1,8+,6,5,4,4,2.0,3.0,5.0,4.0,4.0
2102,20191004,1,2-,3-,2-,2,2,2-,1-,13+,4,6,12,6,7.0,7.0,6.0,3.0,6.0
2103,20191005,1+,1+,1,2,2-,2-,2-,3,14-,5,5,4,7,6.0,6.0,6.0,15.0,7.0
2104,20191006,1,2,2-,1+,1-,1+,0,0+,8+,4,7,6,5,3.0,5.0,0.0,2.0,4.0
2105,20191007,0+,1-,1,1-,1+,3-,2+,2,11,2,3,4,3,5.0,12.0,9.0,7.0,6.0
2106,20191008,1+,1+,1+,1-,1-,1,2-,1,9,5,5,5,3,3.0,4.0,6.0,4.0,4.0
2107,20191009,2-,2+,2-,4-,1+,2-,1,1+,15-,6,9,6,22,5.0,6.0,4.0,5.0,8.0
2108,20191010,1+,4+,4+,2,1+,3,1+,2-,19+,5,32,32,7,5.0,15.0,5.0,6.0,13.0
2109,20191011,1-,1,2,2,1+,3,2+,1+,14-,3,4,7,7,5.0,15.0,9.0,5.0,7.0
2110,20191012,2,2,1-,1+,1,1-,1,1-,9+,7,7,3,5,4.0,3.0,4.0,3.0,4.0
2111,20191013,1-,0,0,0,0,0,0,0,1-,3,0,0,0,0.0,0.0,0.0,0.0,0.0
2112,20191014,1-,2-,1,1,1,2,2,1-,10,3,6,4,4,4.0,7.0,7.0,3.0,5.0
2113,20191015,2+,1-,0,0+,0,0+,2-,1+,7-,9,3,0,2,0.0,2.0,6.0,5.0,3.0
2114,20191016,2-,1+,2,1+,1,0+,2-,2-,11,6,5,7,5,4.0,2.0,6.0,6.0,5.0
2115,20191017,2-,1+,2-,1+,1,1,1,1,10,6,5,6,5,4.0,4.0,4.0,4.0,5.0
2116,20191018,1,2,2-,1+,1+,1-,1,2-,11-,4,7,6,5,5.0,3.0,4.0,6.0,5.0
2117,20191019,1,1-,1-,1,1,2-,2-,1,9-,4,3,3,4,4.0,6.0,6.0,4.0,4.0
2118,20191020,1-,1+,1,1-,1-,1-,1+,2+,9-,3,5,4,3,3.0,3.0,5.0,9.0,4.0
2119,20191021,3-,0+,1-,2-,1-,0,1,1+,8+,12,2,3,6,3.0,0.0,4.0,5.0,4.0
2120,20191022,0,0+,1-,1-,0+,1+,1+,0,5-,0,2,3,3,2.0,5.0,5.0,0.0,2.0
2121,20191023,0+,0,0,0,0+,1-,1-,0,2,2,0,0,0,2.0,3.0,3.0,0.0,1.0
2122,20191024,0,1+,1+,4,3,4+,4,4+,22+,0,5,5,27,15.0,32.0,27.0,32.0,18.0
2123,20191025,5-,4,5+,4,3+,3+,2+,2+,29+,39,27,56,27,18.0,18.0,9.0,9.0,25.0
2124,20191026,3+,3,3,5-,4,4+,4-,4-,30-,18,15,15,39,27.0,32.0,22.0,22.0,24.0
2125,20191027,4,3,3,2-,1+,3,4,3-,23-,27,15,15,6,5.0,15.0,27.0,12.0,15.0
2126,20191028,2+,3-,3+,2,2-,2,3-,2+,19,9,12,18,7,6.0,7.0,12.0,9.0,10.0
2127,20191029,3-,3,1-,0,1-,3-,2+,1+,13+,12,15,3,0,3.0,12.0,9.0,5.0,7.0
2128,20191030,1,1+,1,1,2+,2+,2+,2+,14-,4,5,4,4,9.0,9.0,9.0,9.0,7.0
2129,20191031,4-,0+,0+,1+,0,0+,3-,2-,10+,22,2,2,5,0.0,2.0,12.0,6.0,6.0
2130,20191101,1+,2+,1-,0+,1-,0,0,0,5+,5,9,3,2,3.0,0.0,0.0,0.0,3.0
2131,20191102,0,0,0,0,0,0,0+,1,1+,0,0,0,0,0.0,0.0,2.0,4.0,1.0
2132,20191103,1,0+,0,0,0,0,0,1-,2,4,2,0,0,0.0,0.0,0.0,3.0,1.0
2133,20191104,1,1-,2,1,1,1-,1-,0+,7+,4,3,7,4,4.0,3.0,3.0,2.0,4.0
2134,20191105,2-,1,0,1,1,2,2,2,11-,6,4,0,4,4.0,7.0,7.0,7.0,5.0
2135,20191106,2-,1,1-,1-,2,1+,1+,3-,11+,6,4,3,3,7.0,5.0,5.0,12.0,6.0
2136,20191107,2,2,1-,1,0,1-,0+,0+,7,7,7,3,4,0.0,3.0,2.0,2.0,4.0
2137,20191108,1-,0+,0,1-,1-,1,1-,1,5,3,2,0,3,3.0,4.0,3.0,4.0,3.0
2138,20191109,2+,2-,0,0+,1-,1-,0+,2-,8-,9,6,0,2,3.0,3.0,2.0,6.0,4.0
2139,20191110,1+,0+,1+,1,0+,0,0,0,4+,5,2,5,4,2.0,0.0,0.0,0.0,2.0
2140,20191111,0,2-,1+,3-,2+,3-,2-,3-,15,0,6,5,12,9.0,12.0,6.0,12.0,8.0
2141,20191112,2+,1-,1-,0+,1,1,0+,0,6+,9,3,3,2,4.0,4.0,2.0,0.0,3.0
2142,20191113,0,0,0,0,0,0,1-,1+,2,0,0,0,0,0.0,0.0,3.0,5.0,1.0
2143,20191114,2,1,0+,0+,1-,0+,0,0,5-,7,4,2,2,3.0,2.0,0.0,0.0,2.0
2144,20191115,0,0,0,0+,0+,1,1+,1-,4-,0,0,0,2,2.0,4.0,5.0,3.0,2.0
2145,20191116,2-,2-,0+,1-,2-,2-,2+,2,12,6,6,2,3,6.0,6.0,9.0,7.0,6.0
2146,20191117,1+,1,1-,0,0+,0+,1+,3-,8-,5,4,3,0,2.0,2.0,5.0,12.0,4.0
2147,20191118,0,0,0,0,0,0,0+,0,0+,0,0,0,0,0.0,0.0,2.0,0.0,0.0
2148,20191119,0,1+,0+,0,0,1,1,0,4-,0,5,2,0,0.0,4.0,4.0,0.0,2.0
2149,20191120,0,1,0,0,0,0,0,1,2,0,4,0,0,0.0,0.0,0.0,4.0,1.0
2150,20191121,2-,2-,1,2-,2,3,3,4-,18-,6,6,4,6,7.0,15.0,15.0,22.0,10.0
2151,20191122,4,2,2+,2,3-,3,3,2+,21+,27,7,9,7,12.0,15.0,15.0,9.0,13.0
2152,20191123,3,2,1+,3-,3-,2+,3-,2-,18+,15,7,5,12,12.0,9.0,12.0,6.0,10.0
2153,20191124,3+,3,3-,2-,3-,2+,1+,2+,19+,18,15,12,6,12.0,9.0,5.0,9.0,11.0
2154,20191125,2-,1-,1,1,1-,1,1-,2,9-,6,3,4,4,3.0,4.0,3.0,7.0,4.0
2155,20191126,2-,2,0,0,0,0+,0+,0+,5-,6,7,0,0,0.0,2.0,2.0,2.0,2.0
2156,20191127,0+,1-,1-,1,1,2,2-,1+,9-,2,3,3,4,4.0,7.0,6.0,5.0,4.0
2157,20191128,1+,0+,0+,0+,0+,1,2-,0+,6-,5,2,2,2,2.0,4.0,6.0,2.0,3.0
2158,20191129,1-,1-,0+,1-,1-,1,1+,3-,8,3,3,2,3,3.0,4.0,5.0,12.0,4.0
2159,20191130,1+,1-,0+,0+,1-,1-,1,1+,6+,5,3,2,2,3.0,3.0,4.0,5.0,3.0
2160,20191201,1+,1-,0,0,1-,1,1+,2-,7-,5,3,0,0,3.0,4.0,5.0,6.0,3.0
2161,20191202,0+,1,1-,0,0,0,0,0,2,2,4,3,0,0.0,0.0,0.0,0.0,1.0
2162,20191203,0,0+,0,0+,0,0+,0+,0+,2-,0,2,0,2,0.0,2.0,2.0,2.0,1.0
2163,20191204,1,2-,1-,0+,1,0+,1-,0,6-,4,6,3,2,4.0,2.0,3.0,0.0,3.0
2164,20191205,0,0,0,1-,1-,1-,0+,0,2+,0,0,0,3,3.0,3.0,2.0,0.0,1.0
2165,20191206,0,1,1-,0+,1-,1-,0+,1-,4+,0,4,3,2,3.0,3.0,2.0,3.0,2.0
2166,20191207,1-,0,0,1-,0+,0+,0+,1-,3,3,0,0,3,2.0,2.0,2.0,3.0,2.0
2167,20191208,0,0+,0+,0,0+,1-,1+,1+,4+,0,2,2,0,2.0,3.0,5.0,5.0,2.0
2168,20191209,3-,1,0,0,0+,1-,0+,2-,7-,12,4,0,0,2.0,3.0,2.0,6.0,4.0
2169,20191210,1-,2,1,1,0+,0+,1-,1,7,3,7,4,4,2.0,2.0,3.0,4.0,4.0
2170,20191211,3-,2,0+,1-,1,2-,1-,2-,11-,12,7,2,3,4.0,6.0,3.0,6.0,5.0
2171,20191212,1,0,1+,1+,0+,0,0+,2-,6,4,0,5,5,2.0,0.0,2.0,6.0,3.0
2172,20191213,1+,2,1+,0+,0,0+,1-,0,6,5,7,5,2,0.0,2.0,3.0,0.0,3.0
2173,20191214,1-,0,0+,0,0+,0+,0,1+,3,3,0,2,0,2.0,2.0,0.0,5.0,2.0
2174,20191215,2,2,1,0+,0+,0+,1-,2+,9,7,7,4,2,2.0,2.0,3.0,9.0,4.0
2175,20191216,1-,0,0+,0,1,1-,0+,0,3,3,0,2,0,4.0,3.0,2.0,0.0,2.0
2176,20191217,0,1-,1,1-,0,0,0,0,2+,0,3,4,3,0.0,0.0,0.0,0.0,1.0
2177,20191218,1,1+,1+,3+,4-,4,3-,1+,19-,4,5,5,18,22.0,27.0,12.0,5.0,12.0
2178,20191219,3,4-,4-,2+,2,2+,1+,0+,19-,15,22,22,9,7.0,9.0,5.0,2.0,11.0
2179,20191220,2+,1,1,0+,2-,2,1,2-,11,9,4,4,2,6.0,7.0,4.0,6.0,5.0
2180,20191221,2+,0+,1+,1,1-,0+,2-,1-,8+,9,2,5,4,3.0,2.0,6.0,3.0,4.0
2181,20191222,2-,0,2-,0,0+,0+,1,1,6,6,0,6,0,2.0,2.0,4.0,4.0,3.0
2182,20191223,0,1+,0+,1+,1,1-,0,0+,5,0,5,2,5,4.0,3.0,0.0,2.0,3.0
2183,20191224,1+,0,0+,0+,0+,0,0,0,2+,5,0,2,2,2.0,0.0,0.0,0.0,1.0
2184,20191225,0+,0,1-,1-,0+,1,2-,2-,6+,2,0,3,3,2.0,4.0,6.0,6.0,3.0
2185,20191226,2+,1,0+,1-,0+,1-,1-,1,7,9,4,2,3,2.0,3.0,3.0,4.0,4.0
2186,20191227,1,1-,1-,1-,0,0+,0,0,3+,4,3,3,3,0.0,2.0,0.0,0.0,2.0
2187,20191228,1-,0+,0,0,0,0+,0,0+,2-,3,2,0,0,0.0,2.0,0.0,2.0,1.0
2188,20191229,0,0,0+,0,0,0,0,1-,1,0,0,2,0,0.0,0.0,0.0,3.0,1.0
2189,20191230,0,0,0+,0+,0,1-,0+,1-,2+,0,0,2,2,0.0,3.0,2.0,3.0,2.0
2190,20191231,1-,1,0+,0,1-,1-,1+,1-,5+,3,4,2,0,3.0,3.0,5.0,3.0,3.0
2191,20200101,0+,0,0,1-,1-,1+,1,1-,5-,2,0,0,3,3.0,5.0,4.0,3.0,2.0
2192,20200102,0,0,0+,0+,0+,1-,1,1,4-,0,0,2,2,2.0,3.0,4.0,4.0,2.0
2193,20200103,1-,1,3-,2,1,1-,0+,1+,10-,3,4,12,7,4.0,3.0,2.0,5.0,5.0
2194,20200104,2-,1-,1-,1-,1,2,2+,2,11,6,3,3,3,4.0,7.0,9.0,7.0,5.0
2195,20200105,2-,1,2-,1+,2,2,3+,3-,16-,6,4,6,5,7.0,7.0,18.0,12.0,8.0
2196,20200106,3+,3,2-,0+,1-,1,2+,2-,14,18,15,6,2,3.0,4.0,9.0,6.0,8.0
2197,20200107,1,2-,1,0+,1-,1,1+,2,9,4,6,4,2,3.0,4.0,5.0,7.0,4.0
2198,20200108,1,1,0+,0+,2-,3-,2-,2+,11,4,4,2,2,6.0,12.0,6.0,9.0,6.0
2199,20200109,3-,3,4-,2+,2-,2+,2+,2-,20-,12,15,22,9,6.0,9.0,9.0,6.0,11.0
2200,20200110,1,1-,2+,2+,2-,2-,1+,1-,12-,4,3,9,9,6.0,6.0,5.0,3.0,6.0
2201,20200111,2,2+,2,1+,0+,1+,0+,1-,10+,7,9,7,5,2.0,5.0,2.0,3.0,5.0
2202,20200112,1,2-,1-,0+,0+,0,0,0+,4+,4,6,3,2,2.0,0.0,0.0,2.0,2.0
2203,20200113,0+,1-,0+,0+,0+,0,1-,1-,3+,2,3,2,2,2.0,0.0,3.0,3.0,2.0
2204,20200114,0+,0+,0+,1-,0+,0+,0,0,2+,2,2,2,3,2.0,2.0,0.0,0.0,2.0
2205,20200115,0+,0,1-,2,1-,1-,1-,1+,6+,2,0,3,7,3.0,3.0,3.0,5.0,3.0
2206,20200116,1-,2+,2-,1+,1-,1-,0+,0+,8,3,9,6,5,3.0,3.0,2.0,2.0,4.0
2207,20200117,1-,0+,0+,0,0+,1+,1,0+,4+,3,2,2,0,2.0,5.0,4.0,2.0,2.0
2208,20200118,2-,2-,1-,0,0+,0,0,0+,5-,6,6,3,0,2.0,0.0,0.0,2.0,2.0
2209,20200119,0,1-,0,0,0,0+,0,0,1,0,3,0,0,0.0,2.0,0.0,0.0,1.0
2210,20200120,0,0+,0,0,0,0,0+,0,1-,0,2,0,0,0.0,0.0,2.0,0.0,0.0
2211,20200121,0,0,1-,1,1+,3-,2+,2+,10+,0,0,3,4,5.0,12.0,9.0,9.0,5.0
2212,20200122,2-,2+,1,1+,1,0+,1,3,12-,6,9,4,5,4.0,2.0,4.0,15.0,6.0
2213,20200123,2-,2+,0+,0+,0,0+,1+,1-,7,6,9,2,2,0.0,2.0,5.0,3.0,4.0
2214,20200124,1,0,0,0,0+,0+,0+,0+,2+,4,0,0,0,2.0,2.0,2.0,2.0,2.0
2215,20200125,0,2+,1-,0+,0+,0,0+,0,4,0,9,3,2,2.0,0.0,2.0,0.0,2.0
2216,20200126,1,1-,0,0+,1,2-,1-,0,5+,4,3,0,2,4.0,6.0,3.0,0.0,3.0
2217,20200127,0+,1,1,0,0+,0,0,0,3-,2,4,4,0,2.0,0.0,0.0,0.0,2.0
2218,20200128,1,1+,1,0+,0,0+,1-,3,8-,4,5,4,2,0.0,2.0,3.0,15.0,4.0
2219,20200129,3,3+,2-,1+,0+,2-,2-,2,15,15,18,6,5,2.0,6.0,6.0,7.0,8.0
2220,20200130,2,3-,2,2-,2+,3+,3+,3,20+,7,12,7,6,9.0,18.0,18.0,15.0,12.0
2221,20200131,2+,4-,2-,2,1,1-,0,1+,13-,9,22,6,7,4.0,3.0,0.0,5.0,7.0
2222,20200201,1,0+,1,1-,2,2,2-,2+,11,4,2,4,3,7.0,7.0,6.0,9.0,5.0
2223,20200202,2,1,1,1-,0+,1+,2+,2+,11,7,4,4,3,2.0,5.0,9.0,9.0,5.0
2224,20200203,1+,2,1+,0+,0+,0+,1,0+,7,5,7,5,2,2.0,2.0,4.0,2.0,4.0
2225,20200204,2,2-,1-,1,1-,1+,1+,3-,11+,7,6,3,4,3.0,5.0,5.0,12.0,6.0
2226,20200205,2-,2,1+,2-,1,0+,1-,0+,9,6,7,5,6,4.0,2.0,3.0,2.0,4.0
2227,20200206,1-,2+,4,3,3,2+,4,3,22+,3,9,27,15,15.0,9.0,27.0,15.0,15.0
2228,20200207,3,3,3,1+,3,3-,3-,3+,22,15,15,15,5,15.0,12.0,12.0,18.0,13.0
2229,20200208,3-,2-,1-,1-,2,1+,1+,1+,12-,12,6,3,3,7.0,5.0,5.0,5.0,6.0
2230,20200209,3-,2-,1,1,1-,2-,2-,2,12+,12,6,4,4,3.0,6.0,6.0,7.0,6.0
2231,20200210,2,1,2-,1,1-,1-,1,1+,9+,7,4,6,4,3.0,3.0,4.0,5.0,4.0
2232,20200211,3-,3,2-,0+,0,0,1-,1+,10-,12,15,6,2,0.0,0.0,3.0,5.0,5.0
2233,20200212,2-,2,1+,2,1-,0,0,1+,9,6,7,5,7,3.0,0.0,0.0,5.0,4.0
2234,20200213,0+,0,1-,0+,0,0+,0+,1+,3+,2,0,3,2,0.0,2.0,2.0,5.0,2.0
2235,20200214,2-,1,0+,0,0,0,0,1-,4-,6,4,2,0,0.0,0.0,0.0,3.0,2.0
2236,20200215,1,0,0,2,3-,1,1-,1-,8,4,0,0,7,12.0,4.0,3.0,3.0,4.0
2237,20200216,2+,1-,0,1-,0+,0+,0,0,4+,9,3,0,3,2.0,2.0,0.0,0.0,2.0
2238,20200217,1+,0+,1+,1-,1,1+,3,3,12,5,2,5,3,4.0,5.0,15.0,15.0,7.0
2239,20200218,1-,2+,4-,2,3,3,3+,3-,21-,3,9,22,7,15.0,15.0,18.0,12.0,13.0
2240,20200219,2+,4,3+,3+,2,1+,1,2-,19,9,27,18,18,7.0,5.0,4.0,6.0,12.0
2241,20200220,2+,3-,2-,1,2-,1-,2+,2+,15-,9,12,6,4,6.0,3.0,9.0,9.0,7.0
2242,20200221,4-,3-,3-,3+,2-,3,1+,3,21+,22,12,12,18,6.0,15.0,5.0,15.0,13.0
2243,20200222,3-,2,1+,2-,2-,2,3-,2-,16-,12,7,5,6,6.0,7.0,12.0,6.0,8.0
2244,20200223,1-,0+,1,0+,0+,1+,2,2+,8+,3,2,4,2,2.0,5.0,7.0,9.0,4.0
2245,20200224,2,2-,0,0+,1-,0+,1-,1+,7,7,6,0,2,3.0,2.0,3.0,5.0,4.0
2246,20200225,1+,0+,0+,0+,1-,0,0,0+,3+,5,2,2,2,3.0,0.0,0.0,2.0,2.0
2247,20200226,0+,0+,1-,0,1-,0+,2+,1,6-,2,2,3,0,3.0,2.0,9.0,4.0,3.0
2248,20200227,2,0,0+,1-,1-,0+,0+,1-,5,7,0,2,3,3.0,2.0,2.0,3.0,3.0
2249,20200228,2-,2-,1,2-,1+,1+,1-,2+,12-,6,6,4,6,5.0,5.0,3.0,9.0,6.0
2250,20200229,2-,2-,1+,2+,2+,3-,2,4-,18-,6,6,5,9,9.0,12.0,7.0,22.0,10.0
2251,20200301,3+,1+,1+,2,1-,1-,1-,1,11,18,5,5,7,3.0,3.0,3.0,4.0,6.0
2252,20200302,2-,1,0,1-,2,1+,0+,1,8,6,4,0,3,7.0,5.0,2.0,4.0,4.0
2253,20200303,2,1,1-,1+,2,2-,1-,2,11+,7,4,3,5,7.0,6.0,3.0,7.0,5.0
2254,20200304,0,1+,1,1,2-,3,2,1+,11+,0,5,4,4,6.0,15.0,7.0,5.0,6.0
2255,20200305,1-,1,1,1-,2-,1-,1-,0,6+,3,4,4,3,6.0,3.0,3.0,0.0,3.0
2256,20200306,1-,0+,1,2-,2,2-,0,0,7+,3,2,4,6,7.0,6.0,0.0,0.0,4.0
2257,20200307,0+,1,1+,1,2,1-,0+,0+,7,2,4,5,4,7.0,3.0,2.0,2.0,4.0
2258,20200308,1+,2-,1+,0+,1-,2-,2-,2-,10+,5,6,5,2,3.0,6.0,6.0,6.0,5.0
2259,20200309,1-,2,2-,1-,1,1+,2-,1,10,3,7,6,3,4.0,5.0,6.0,4.0,5.0
2260,20200310,2,0+,1+,1-,1-,1-,0,1,7-,7,2,5,3,3.0,3.0,0.0,4.0,3.0
2261,20200311,2-,0+,0+,1-,1-,0+,0,0+,4+,6,2,2,3,3.0,2.0,0.0,2.0,2.0
2262,20200312,1-,1+,2-,1-,1+,2+,3-,1-,11+,3,5,6,3,5.0,9.0,12.0,3.0,6.0
2263,20200313,2,3-,2,2+,1,2-,1,1,14-,7,12,7,9,4.0,6.0,4.0,4.0,7.0
2264,20200314,0,0,0+,1-,1-,0+,1,1-,4-,0,0,2,3,3.0,2.0,4.0,3.0,2.0
2265,20200315,0,0+,0+,2-,1+,1,2-,2-,8,0,2,2,6,5.0,4.0,6.0,6.0,4.0
2266,20200316,2,0+,1-,1,1+,1,2-,1-,9-,7,2,3,4,5.0,4.0,6.0,3.0,4.0
2267,20200317,2-,0+,1+,2-,1+,2-,1+,2-,11,6,2,5,6,5.0,6.0,5.0,6.0,5.0
2268,20200318,0+,1-,1-,0+,2,2,3,2-,11-,2,3,3,2,7.0,7.0,15.0,6.0,6.0
2269,20200319,4+,2+,2+,2,2+,2-,1-,2-,17+,32,9,9,7,9.0,6.0,3.0,6.0,10.0
2270,20200320,2+,1,2,0,1-,2,2,3-,13-,9,4,7,0,3.0,7.0,7.0,12.0,6.0
2271,20200321,2-,2+,3,2,1+,2,2-,1+,15+,6,9,15,7,5.0,7.0,6.0,5.0,8.0
2272,20200322,2+,2,1,1,1+,2-,2+,2-,13+,9,7,4,4,5.0,6.0,9.0,6.0,6.0
2273,20200323,2+,3+,1+,3,2+,2,3+,2,20-,9,18,5,15,9.0,7.0,18.0,7.0,11.0
2274,20200324,3-,1,1,0+,0+,0+,0+,0,6,12,4,4,2,2.0,2.0,2.0,0.0,4.0
2275,20200325,2-,0,0+,1-,1,0,0+,2-,6-,6,0,2,3,4.0,0.0,2.0,6.0,3.0
2276,20200326,0+,0+,0+,1,1+,2-,1-,3,9-,2,2,2,4,5.0,6.0,3.0,15.0,5.0
2277,20200327,2,2-,1,1-,1,2,2,0+,11-,7,6,4,3,4.0,7.0,7.0,2.0,5.0
2278,20200328,0,1-,1+,2-,1+,0+,2-,2+,9+,0,3,5,6,5.0,2.0,6.0,9.0,4.0
2279,20200329,1-,0+,2,2,3+,2,2-,1,13,3,2,7,7,18.0,7.0,6.0,4.0,7.0
2280,20200330,1+,2+,1+,1,1+,3+,3+,4,18,5,9,5,4,5.0,18.0,18.0,27.0,11.0
2281,20200331,3+,4,4-,2,3,3-,2+,1+,22+,18,27,22,7,15.0,12.0,9.0,5.0,14.0
2282,20200401,2,2+,1,1-,0+,1+,1,2,11-,7,9,4,3,2.0,5.0,4.0,7.0,5.0
2283,20200402,1,2,2,1+,1,1-,2,3-,13-,4,7,7,5,4.0,3.0,7.0,12.0,6.0
2284,20200403,2+,2,1-,1-,1,1+,2+,4-,14,9,7,3,3,4.0,5.0,9.0,22.0,8.0
2285,20200404,2,0+,0,1+,0+,1-,2-,2-,8,7,2,0,5,2.0,3.0,6.0,6.0,4.0
2286,20200405,2-,1+,1-,1+,1,1-,0+,1,8,6,5,3,5,4.0,3.0,2.0,4.0,4.0
2287,20200406,1,1,0+,0,1,0+,0,0,4-,4,4,2,0,4.0,2.0,0.0,0.0,2.0
2288,20200407,0,0,0,0+,0,0+,2,2,5-,0,0,0,2,0.0,2.0,7.0,7.0,2.0
2289,20200408,2-,3-,2,3-,3+,4-,2-,3+,21,6,12,7,12,18.0,22.0,6.0,18.0,13.0
2290,20200409,2-,1-,1-,1-,1+,0+,2-,1,8,6,3,3,3,5.0,2.0,6.0,4.0,4.0
2291,20200410,0,1-,1,1+,1,2+,1,0+,8-,0,3,4,5,4.0,9.0,4.0,2.0,4.0
2292,20200411,1,1-,1-,1-,2,3+,2+,2+,13,4,3,3,3,7.0,18.0,9.0,9.0,7.0
2293,20200412,1-,2-,1+,1,2+,2-,3-,1+,13-,3,6,5,4,9.0,6.0,12.0,5.0,6.0
2294,20200413,1,2-,1-,1-,1+,1+,1+,1+,9+,4,6,3,3,5.0,5.0,5.0,5.0,4.0
2295,20200414,2+,3+,2+,2-,1-,0+,0+,2,13,9,18,9,6,3.0,2.0,2.0,7.0,7.0
2296,20200415,3,3-,2-,1,1,1-,1,1+,12+,15,12,6,4,4.0,3.0,4.0,5.0,7.0
2297,20200416,2,1,1,0+,0+,1,1,0+,7,7,4,4,2,2.0,4.0,4.0,2.0,4.0
2298,20200417,1,0+,1+,1,1-,0+,0+,1+,6+,4,2,5,4,3.0,2.0,2.0,5.0,3.0
2299,20200418,1+,2-,1+,1,1-,0+,0+,0,7-,5,6,5,4,3.0,2.0,2.0,0.0,3.0
2300,20200419,0,0,0+,0,1-,0+,0+,0,2-,0,0,2,0,3.0,2.0,2.0,0.0,1.0
2301,20200420,2+,3,3+,5-,4+,2+,0+,1-,21,9,15,18,39,32.0,9.0,2.0,3.0,16.0
2302,20200421,1+,2-,1,2-,3-,3+,2,2+,16,5,6,4,6,12.0,18.0,7.0,9.0,8.0
